"osmID","name","highway","length","lanes"
4500172,"",motorway,"501.0774672805847",3
4500173,"",motorway,"33.29147610393737",3
4517406,"",motorway,"87.0421228307279",3
4517407,"",motorway,"20.704540735109337",2
4517408,"",motorway,"87.48910367943495",3
4525429,"",tertiary,"19.59624673311475",1
4525987,"",motorway,"51.929356309166074",3
4525989,"",motorway,"51.604636477039755",3
4525997,"",motorway,"215.32016988558496",3
4525999,"",motorway,"251.9226343301927",2
4531704,"",secondary,"88.27455862441732",2
4536793,"",motorway,"230.89056374331713",3
4536795,"",motorway,"209.67889260366377",3
4537041,"",motorway,"418.27815493972776",2
4537045,"",motorway,"211.23766863798681",3
4537631,"",unclassified,"201.25092999725408",2
4537633,"",unclassified,"201.41255589075092",2
4537634,"",secondary,"14.648183878481909",3
4537636,"",secondary,"14.28378511074681",3
4537639,"",unclassified,"17.668469311365946",2
4537642,"",unclassified,"18.84083384655987",3
4538106,"",motorway,"1498.5405684357086",2
4538108,"",motorway,"298.77193586517666",2
4538109,"",motorway,"128.79271360440586",4
4538139,"",motorway,"202.04496088830894",2
4538140,"",motorway,"47.23525721721878",2
4538141,"",motorway,"202.8231624535625",2
4538142,"",motorway,"46.43785460387314",2
4538153,"",motorway,"409.83333320046825",2
4538154,"",motorway,"153.08956425101925",2
4538155,"",motorway,"219.52244622581952",2
4538156,"",motorway,"150.2724510376003",2
4540086,"",motorway,"391.6759412773704",2
4540089,"",motorway,"17.67040396917331",3
4540097,"",motorway,"46.40544364807373",2
4540099,"",motorway,"45.58313823606446",2
4540239,"",unclassified,"133.6827885707578",1
4540240,"",unclassified,"76.7790611634957",1
4540242,"",unclassified,"67.50802957789054",1
4540243,"",secondary,"126.33148259324933",2
4544068,"",secondary,"33.74307596914767",2
4581758,"",unclassified,"135.57622491177378",1
4586207,"",motorway,"29.118937450934112",2
4588211,"",tertiary,"28.58395220352075",2
4597354,"",residential,"471.6082457825901",2
4603571,"",secondary,"37.10611360922156",2
4603572,"",secondary,"23.275858445454976",3
4606673,"",unclassified,"71.5296366872741",2
4606676,"",unclassified,"687.0979298590746",2
4606677,"",unclassified,"77.25598755431656",1
4609243,"",primary,"42.50632135504381",3
4610041,"",primary,"13.88110935786786",2
4611699,"",primary,"19.116299512547307",1
4611724,"",primary,"67.854467858264",4
4612404,"",secondary,"250.2781400325548",1
4612968,"",residential,"162.907843491535",1
4615362,"",secondary,"192.33503499556525",2
4616324,"",unclassified,"182.1456841074153",1
4616326,"",unclassified,"72.93034957550685",1
4616327,"",unclassified,"24.923240648834685",1
4618894,"",secondary,"15.944832656923179",1
4618895,"",secondary,"14.666426388498625",1
4642204,"",secondary,"79.99297213820861",2
4642205,"",secondary,"146.8234351767096",2
4675426,"",motorway,"196.36079410017317",3
4675427,"",motorway,"91.62100884519653",3
4675428,"",motorway,"197.21082380492265",3
4675429,"",motorway,"92.80051943801695",3
4685633,"",residential,"50.622436364172565",1
4686103,"",secondary,"150.17536051328028",2
4686104,"",secondary,"150.2871454346138",2
4687256,"",residential,"17.94246649384736",1
4693140,"",motorway,"135.30068823579856",3
4693141,"",motorway,"161.8200064986538",3
4693142,"",motorway,"135.28545392385823",3
4693143,"",motorway,"161.8765629041992",3
4693168,"",motorway,"163.83510321910708",3
4693192,"",secondary,"15.393403863420787",1
4696062,"",unclassified,"156.79705618510832",2
4706418,"",motorway,"250.55719371029792",2
4706419,"",motorway,"33.64758771882408",2
4706420,"",motorway,"194.95495389728399",2
4706421,"",motorway,"35.67749044845507",2
4706509,"",motorway,"56.34966645193583",3
4706510,"",motorway,"44.92054410747114",3
4706511,"",motorway,"61.582866158595465",3
4706698,"",motorway,"54.60337536211581",3
4706699,"",motorway,"92.9378386001857",3
4764834,"",residential,"17.597529994802734",1
4765747,"",residential,"12.15778446281573",1
4765760,"",residential,"10.536686889538966",1
4788448,"",residential,"14.245440277918838",1
4788776,"",residential,"24.77554407636946",1
4789065,"",unclassified,"37.836880971441445",1
4790822,"",primary,"34.01140725183808",4
4790844,"",primary,"21.554354125983288",3
4792166,"",residential,"5.033742752967227",1
